Operación nº,Tipo,Fecha y hora,Señal,Precio USD,Tamaño de la posición (cant.),Tamaño de la posición (valor),PyG netas USD,PyG netas %,Desviación favorable USD,Desviación favorable %,Desviación adversa USD,Desviación adversa %,PyG acumuladas USD,PyG acumuladas %
186,Entrada en corto,2017-10-25 01:45,Short,1275.81,91,116098.71,-500.5,-0.43,433.16,0.37,-500.5,-0.43,22130.39,22.13
187,Salida en corto,2017-12-12 16:30,Exit,1236.8,40.3,51341.394,1498.35,2.92,1498.35,2.92,-127.75,-0.25,23628.74,23.63
187,Entrada en corto,2017-12-04 00:15,Short,1273.98,40.3,51341.394,1498.35,2.92,1498.35,2.92,-127.75,-0.25,23628.74,23.63
188,Salida en largo,2018-01-12 20:00,Exit,1338.8,90,118994.4,1497.6,1.26,1497.6,1.26,-216.9,-0.18,25126.34,25.13
188,Entrada en largo,2018-01-11 14:15,Long,1322.16,90,118994.4,1497.6,1.26,1497.6,1.26,-216.9,-0.18,25126.34,25.13
189,Salida en largo,2018-01-17 20:45,Exit,1331.25,76.6,102475.48,-501.73,-0.49,206.82,0.20,-501.73,-0.49,24624.61,24.62
189,Entrada en largo,2018-01-17 19:15,Long,1337.8,76.6,102475.48,-501.73,-0.49,206.82,0.20,-501.73,-0.49,24624.61,24.62
190,Salida en corto,2018-01-19 08:45,Exit,1333.14,68.3,90554.872,-498.59,-0.55,17.76,0.02,-498.59,-0.55,24126.02,24.13
190,Entrada en corto,2018-01-18 21:30,Short,1325.84,68.3,90554.872,-498.59,-0.55,17.76,0.02,-498.59,-0.55,24126.02,24.13
191,Salida en corto,2018-01-23 16:45,Exit,1338.75,85.6,114096.24,-500.76,-0.44,129.26,0.11,-500.76,-0.44,23625.26,23.63
191,Entrada en corto,2018-01-23 15:15,Short,1332.9,85.6,114096.24,-500.76,-0.44,129.26,0.11,-500.76,-0.44,23625.26,23.63
192,Salida en largo,2018-01-26 12:45,Exit,1350.64,89.6,121516.416,-499.07,-0.41,82.43,0.07,-499.07,-0.41,23126.19,23.13
192,Entrada en largo,2018-01-26 08:45,Long,1356.21,89.6,121516.416,-499.07,-0.41,82.43,0.07,-499.07,-0.41,23126.19,23.13
193,Salida en corto,2018-02-08 13:15,Exit,1308.9,55.8,74537.64,1501.02,2.01,1501.02,2.01,-106.58,-0.14,24627.21,24.63
193,Entrada en corto,2018-02-06 14:00,Short,1335.8,55.8,74537.64,1501.02,2.01,1501.02,2.01,-106.58,-0.14,24627.21,24.63
194,Salida en corto,2018-02-12 02:00,Exit,1320.55,87.4,114921.386,-494.68,-0.43,323.38,0.28,-494.68,-0.43,24132.52,24.13
194,Entrada en corto,2018-02-09 09:15,Short,1314.89,87.4,114921.386,-494.68,-0.43,323.38,0.28,-494.68,-0.43,24132.52,24.13
195,Salida en largo,2018-03-05 15:30,Exit,1320.37,86,114050.62,-498.8,-0.44,137.6,0.12,-498.8,-0.44,23633.73,23.63
195,Entrada en largo,2018-03-05 02:15,Long,1326.17,86,114050.62,-498.8,-0.44,137.6,0.12,-498.8,-0.44,23633.73,23.63
196,Salida en corto,2018-04-30 00:00,Exit,1325.78,87.1,114974.613,-500.82,-0.44,411.11,0.36,-500.82,-0.44,23132.9,23.13
196,Entrada en corto,2018-04-26 16:15,Short,1320.03,87.1,114974.613,-500.82,-0.44,411.11,0.36,-500.82,-0.44,23132.9,23.13
197,Salida en corto,2018-05-10 13:00,Exit,1317.45,81.6,107006.16,-497.76,-0.47,45.7,0.04,-497.76,-0.47,22635.14,22.64
197,Entrada en corto,2018-05-09 21:45,Short,1311.35,81.6,107006.16,-497.76,-0.47,45.7,0.04,-497.76,-0.47,22635.14,22.64
198,Salida en largo,2018-05-28 08:00,Exit,1295.77,78.1,101200.418,-0.78,0.00,938.76,0.93,-234.3,-0.23,22634.36,22.63
198,Entrada en largo,2018-05-24 02:15,Long,1295.78,78.1,101200.418,-0.78,0.00,938.76,0.93,-234.3,-0.23,22634.36,22.63
199,Salida en corto,2018-07-03 16:15,Exit,1253.47,75.4,94512.392,0.75,0.00,1170.21,1.24,-162.11,-0.17,22635.11,22.64
199,Entrada en corto,2018-06-27 17:30,Short,1253.48,75.4,94512.392,0.75,0.00,1170.21,1.24,-162.11,-0.17,22635.11,22.64
200,Salida en corto,2018-08-03 16:15,Exit,1218.38,91.7,111726.363,0.92,0.00,1270.96,1.14,-323.7,-0.29,22636.03,22.64
200,Entrada en corto,2018-08-01 16:45,Short,1218.39,91.7,111726.363,0.92,0.00,1270.96,1.14,-323.7,-0.29,22636.03,22.64
201,Salida en corto,2018-08-13 13:30,Exit,1196.77,97.4,118061.462,1496.06,1.27,1496.06,1.27,-483.1,-0.41,24132.09,24.13
201,Entrada en corto,2018-08-09 19:15,Short,1212.13,97.4,118061.462,1496.06,1.27,1496.06,1.27,-483.1,-0.41,24132.09,24.13
202,Salida en corto,2018-08-17 10:00,Exit,1179.31,96.3,113061.978,-505.57,-0.45,34.67,0.03,-505.57,-0.45,23626.52,23.63
202,Entrada en corto,2018-08-17 08:15,Short,1174.06,96.3,113061.978,-505.57,-0.45,34.67,0.03,-505.57,-0.45,23626.52,23.63
203,Salida en largo,2018-09-11 14:30,Exit,1191.55,86.3,103324.401,-493.64,-0.48,106.15,0.10,-493.64,-0.48,23132.88,23.13
203,Entrada en largo,2018-09-10 15:15,Long,1197.27,86.3,103324.401,-493.64,-0.48,106.15,0.10,-493.64,-0.48,23132.88,23.13
204,Salida en largo,2018-09-13 16:30,Exit,1203.91,83.8,101384.592,-496.93,-0.49,234.64,0.23,-496.93,-0.49,22635.95,22.64
204,Entrada en largo,2018-09-13 14:45,Long,1209.84,83.8,101384.592,-496.93,-0.49,234.64,0.23,-496.93,-0.49,22635.95,22.64
205,Salida en largo,2018-10-08 03:30,Exit,1197.26,97.6,117357.168,-504.59,-0.43,329.89,0.28,-504.59,-0.43,22131.36,22.13
205,Entrada en largo,2018-10-05 12:15,Long,1202.43,97.6,117357.168,-504.59,-0.43,329.89,0.28,-504.59,-0.43,22131.36,22.13
206,Salida en largo,2018-10-22 15:15,Exit,1221.14,83.8,102842.712,-511.18,-0.50,296.65,0.29,-511.18,-0.50,21620.18,21.62
206,Entrada en largo,2018-10-18 17:15,Long,1227.24,83.8,102842.712,-511.18,-0.50,296.65,0.29,-511.18,-0.50,21620.18,21.62
207,Salida en largo,2018-11-08 04:00,Exit,1224.12,73.7,90712.171,-494.53,-0.55,408.3,0.45,-494.53,-0.55,21125.65,21.13
207,Entrada en largo,2018-11-07 08:30,Long,1230.83,73.7,90712.171,-494.53,-0.55,408.3,0.45,-494.53,-0.55,21125.65,21.13
208,Salida en largo,2019-01-30 20:30,Exit,1321.74,83.1,108339.132,1497.46,1.38,1497.46,1.38,-152.07,-0.14,22623.11,22.62
208,Entrada en largo,2019-01-28 16:15,Long,1303.72,83.1,108339.132,1497.46,1.38,1497.46,1.38,-152.07,-0.14,22623.11,22.62
209,Salida en largo,2019-05-01 20:30,Exit,1280.26,89.9,115606.905,-511.53,-0.44,115.97,0.10,-511.53,-0.44,22111.58,22.11
209,Entrada en largo,2019-05-01 20:15,Long,1285.95,89.9,115606.905,-511.53,-0.44,115.97,0.10,-511.53,-0.44,22111.58,22.11
210,Salida en corto,2019-06-19 20:00,Exit,1347.53,90,120780,-497.7,-0.41,55.8,0.05,-497.7,-0.41,21613.88,21.61
210,Entrada en corto,2019-06-19 11:00,Short,1342,90,120780,-497.7,-0.41,55.8,0.05,-497.7,-0.41,21613.88,21.61
211,Salida en largo,2019-06-25 05:00,Exit,1431.61,47.2,66071.504,1500.49,2.27,1500.49,2.27,-59.94,-0.09,23114.37,23.11
211,Entrada en largo,2019-06-21 21:30,Long,1399.82,47.2,66071.504,1500.49,2.27,1500.49,2.27,-59.94,-0.09,23114.37,23.11
212,Salida en largo,2019-06-25 18:30,Exit,1424.07,54.8,78537.716,-498.68,-0.63,173.72,0.22,-498.68,-0.63,22615.69,22.62
212,Entrada en largo,2019-06-25 15:45,Long,1433.17,54.8,78537.716,-498.68,-0.63,173.72,0.22,-498.68,-0.63,22615.69,22.62
213,Salida en largo,2019-07-04 07:30,Exit,1415.05,85.4,121343.152,-497.88,-0.41,70.03,0.06,-497.88,-0.41,22117.81,22.12
213,Entrada en largo,2019-07-04 03:45,Long,1420.88,85.4,121343.152,-497.88,-0.41,70.03,0.06,-497.88,-0.41,22117.81,22.12
214,Salida en largo,2019-07-05 08:00,Exit,1412.76,49.3,70150.942,-501.87,-0.72,57.68,0.08,-501.87,-0.72,21615.93,21.62
214,Entrada en largo,2019-07-05 00:45,Long,1422.94,49.3,70150.942,-501.87,-0.72,57.68,0.08,-501.87,-0.72,21615.93,21.62
215,Salida en corto,2019-07-08 07:15,Exit,1402.61,63.8,88988.24,-498.28,-0.56,84.22,0.09,-498.28,-0.56,21117.65,21.12
215,Entrada en corto,2019-07-08 00:30,Short,1394.8,63.8,88988.24,-498.28,-0.56,84.22,0.09,-498.28,-0.56,21117.65,21.12
216,Salida en corto,2019-07-09 17:00,Exit,1396.51,82.1,114144.451,-509.02,-0.45,375.2,0.33,-509.02,-0.45,20608.63,20.61
216,Entrada en corto,2019-07-09 10:30,Short,1390.31,82.1,114144.451,-509.02,-0.45,375.2,0.33,-509.02,-0.45,20608.63,20.61
217,Salida en largo,2019-07-16 18:00,Exit,1403.18,61.1,86231.041,-496.74,-0.58,518.13,0.60,-496.74,-0.58,20111.89,20.11
217,Entrada en largo,2019-07-12 19:00,Long,1411.31,61.1,86231.041,-496.74,-0.58,518.13,0.60,-496.74,-0.58,20111.89,20.11
218,Salida en corto,2019-07-29 20:45,Exit,1424.35,78.7,111597.387,-498.96,-0.45,245.54,0.22,-498.96,-0.45,19612.93,19.61
218,Entrada en corto,2019-07-29 08:15,Short,1418.01,78.7,111597.387,-498.96,-0.45,245.54,0.22,-498.96,-0.45,19612.93,19.61
219,Salida en corto,2019-07-31 20:15,Exit,1428.6,80.3,114690.081,-26.5,-0.02,969.22,0.85,-211.99,-0.18,19586.43,19.59
219,Entrada en corto,2019-07-31 16:00,Short,1428.27,80.3,114690.081,-26.5,-0.02,969.22,0.85,-211.99,-0.18,19586.43,19.59
220,Salida en largo,2019-08-05 15:00,Exit,1463.67,59.9,86176.333,1497.5,1.74,1497.5,1.74,-458.83,-0.53,21083.93,21.08
220,Entrada en largo,2019-08-02 09:45,Long,1438.67,59.9,86176.333,1497.5,1.74,1497.5,1.74,-458.83,-0.53,21083.93,21.08
221,Salida en largo,2019-08-06 06:00,Exit,1459.84,42.3,62250.372,-499.14,-0.80,139.59,0.22,-499.14,-0.80,20584.79,20.58
221,Entrada en largo,2019-08-06 00:15,Long,1471.64,42.3,62250.372,-499.14,-0.80,139.59,0.22,-499.14,-0.80,20584.79,20.58
222,Salida en largo,2019-08-07 08:30,Exit,1491.17,61.1,89617.814,1492.67,1.67,1492.67,1.67,-281.67,-0.31,22077.47,22.08
222,Entrada en largo,2019-08-06 13:30,Long,1466.74,61.1,89617.814,1492.67,1.67,1492.67,1.67,-281.67,-0.31,22077.47,22.08
223,Salida en largo,2019-08-12 08:45,Exit,1490.09,51.4,77094.86,-504.23,-0.65,496.01,0.64,-504.23,-0.65,21573.23,21.57
223,Entrada en largo,2019-08-08 19:45,Long,1499.9,51.4,77094.86,-504.23,-0.65,496.01,0.64,-504.23,-0.65,21573.23,21.57
224,Salida en corto,2019-08-15 19:45,Exit,1524.28,51.7,78307.922,-497.35,-0.64,345.36,0.44,-497.35,-0.64,21075.88,21.08
224,Entrada en corto,2019-08-15 08:30,Short,1514.66,51.7,78307.922,-497.35,-0.64,345.36,0.44,-497.35,-0.64,21075.88,21.08
225,Salida en corto,2019-08-20 00:45,Exit,1493.14,57.3,87055.317,1498.4,1.72,1498.4,1.72,-170.75,-0.20,22574.27,22.57
225,Entrada en corto,2019-08-16 04:45,Short,1519.29,57.3,87055.317,1498.4,1.72,1498.4,1.72,-170.75,-0.20,22574.27,22.57
226,Salida en corto,2019-08-22 15:45,Exit,1502.29,54.9,81975.033,-500.69,-0.61,35.14,0.04,-500.69,-0.61,22073.59,22.07
226,Entrada en corto,2019-08-22 13:45,Short,1493.17,54.9,81975.033,-500.69,-0.61,35.14,0.04,-500.69,-0.61,22073.59,22.07
227,Salida en largo,2019-08-30 19:00,Exit,1521.97,60.7,92881.319,-497.74,-0.54,161.46,0.17,-497.74,-0.54,21575.85,21.58
227,Entrada en largo,2019-08-30 14:45,Long,1530.17,60.7,92881.319,-497.74,-0.54,161.46,0.17,-497.74,-0.54,21575.85,21.58
228,Salida en corto,2019-09-09 13:30,Exit,1511.55,78.2,117709.768,-493.44,-0.42,55.52,0.05,-493.44,-0.42,21082.4,21.08
228,Entrada en corto,2019-09-09 10:00,Short,1505.24,78.2,117709.768,-493.44,-0.42,55.52,0.05,-493.44,-0.42,21082.4,21.08
229,Salida en largo,2019-09-13 16:30,Exit,1495.6,61.5,92479.395,-499.99,-0.54,327.8,0.35,-499.99,-0.54,20582.41,20.58
229,Entrada en largo,2019-09-13 08:45,Long,1503.73,61.5,92479.395,-499.99,-0.54,327.8,0.35,-499.99,-0.54,20582.41,20.58
230,Salida en largo,2019-09-18 20:30,Exit,1493.51,69,103555.89,-503.7,-0.49,744.51,0.72,-503.7,-0.49,20078.71,20.08
230,Entrada en largo,2019-09-17 13:30,Long,1500.81,69,103555.89,-503.7,-0.49,744.51,0.72,-503.7,-0.49,20078.71,20.08
231,Salida en largo,2019-09-23 17:00,Exit,1526.58,71.6,107803.824,1499.3,1.39,1499.3,1.39,-4.3,0.00,21578.01,21.58
231,Entrada en largo,2019-09-20 19:15,Long,1505.64,71.6,107803.824,1499.3,1.39,1499.3,1.39,-4.3,0.00,21578.01,21.58
232,Salida en largo,2019-09-25 16:30,Exit,1523.52,63.3,96438.816,0,0.00,771.63,0.80,-166.48,-0.17,21578.01,21.58
232,Entrada en largo,2019-09-24 16:30,Long,1523.52,63.3,96438.816,0,0.00,771.63,0.80,-166.48,-0.17,21578.01,21.58
233,Salida en corto,2019-09-30 13:30,Exit,1483.81,73,109816.82,1498.69,1.36,1498.69,1.36,-225.57,-0.21,23076.7,23.08
233,Entrada en corto,2019-09-26 21:30,Short,1504.34,73,109816.82,1498.69,1.36,1498.69,1.36,-225.57,-0.21,23076.7,23.08
234,Salida en largo,2019-10-11 13:30,Exit,1491.09,73.7,110393.756,-500.42,-0.45,392.08,0.36,-500.42,-0.45,22576.28,22.58
234,Entrada en largo,2019-10-11 08:15,Long,1497.88,73.7,110393.756,-500.42,-0.45,392.08,0.36,-500.42,-0.45,22576.28,22.58
235,Salida en corto,2019-10-16 14:45,Exit,1491.04,67,99901.69,2.01,0.00,936.66,0.94,-93.13,-0.09,22578.29,22.58
235,Entrada en corto,2019-10-15 15:00,Short,1491.07,67,99901.69,2.01,0.00,936.66,0.94,-93.13,-0.09,22578.29,22.58
236,Salida en corto,2019-10-21 16:45,Margin call,1489.93,1,1489.18,-0.75,-0.05,0,0.00,-0.75,-0.05,22577.54,22.58
236,Entrada en corto,2019-10-21 16:45,Short,1489.18,1,1489.18,-0.75,-0.05,0,0.00,-0.75,-0.05,22577.54,22.58
237,Salida en corto,2019-10-23 15:45,Exit,1495.24,81.3,121070.334,-492.68,-0.41,676.42,0.56,-492.68,-0.41,22084.86,22.08
237,Entrada en corto,2019-10-21 16:45,Short,1489.18,81.3,121070.334,-492.68,-0.41,676.42,0.56,-492.68,-0.41,22084.86,22.08
238,Salida en corto,2019-11-07 17:30,Exit,1466.63,78.2,116190.342,1499.88,1.29,1499.88,1.29,-186.12,-0.16,23584.74,23.58
238,Entrada en corto,2019-11-07 08:30,Short,1485.81,78.2,116190.342,1499.88,1.29,1499.88,1.29,-186.12,-0.16,23584.74,23.58
239,Salida en corto,2019-11-13 10:30,Exit,1465.9,70.6,103494.658,2.12,0.00,1433.18,1.38,-165.2,-0.16,23586.86,23.59
239,Entrada en corto,2019-11-08 11:00,Short,1465.93,70.6,103494.658,2.12,0.00,1433.18,1.38,-165.2,-0.16,23586.86,23.59
240,Salida en largo,2019-11-21 16:00,Exit,1465.1,61.1,90016.797,-499.19,-0.55,339.11,0.38,-499.19,-0.55,23087.67,23.09
240,Entrada en largo,2019-11-19 17:00,Long,1473.27,61.1,90016.797,-499.19,-0.55,339.11,0.38,-499.19,-0.55,23087.67,23.09
241,Salida en largo,2019-12-26 15:00,Exit,1508.64,46.2,68202.288,1496.88,2.19,1496.88,2.19,-265.65,-0.39,24584.55,24.58
241,Entrada en largo,2019-12-13 17:30,Long,1476.24,46.2,68202.288,1496.88,2.19,1496.88,2.19,-265.65,-0.39,24584.55,24.58
242,Salida en largo,2020-01-03 02:45,Exit,1533.53,80.7,122255.658,1500.21,1.23,1500.21,1.23,-390.59,-0.32,26084.76,26.08
242,Entrada en largo,2019-12-27 17:30,Long,1514.94,80.7,122255.658,1500.21,1.23,1500.21,1.23,-390.59,-0.32,26084.76,26.08
243,Salida en largo,2020-01-08 00:15,Exit,1591.92,69.7,109462.456,1494.37,1.37,1494.37,1.37,-338.04,-0.31,27579.13,27.58
243,Entrada en largo,2020-01-07 15:45,Long,1570.48,69.7,109462.456,1494.37,1.37,1494.37,1.37,-338.04,-0.31,27579.13,27.58
244,Salida en corto,2020-01-23 15:30,Exit,1562.21,76.1,118384.965,-499.22,-0.42,282.33,0.24,-499.22,-0.42,27079.91,27.08
244,Entrada en corto,2020-01-23 07:30,Short,1555.65,76.1,118384.965,-499.22,-0.42,282.33,0.24,-499.22,-0.42,27079.91,27.08
245,Salida en largo,2020-02-03 08:30,Exit,1575.13,68.5,107897.775,-1.37,0.00,1246.02,1.15,-287.7,-0.27,27078.55,27.08
245,Entrada en largo,2020-01-29 20:45,Long,1575.15,68.5,107897.775,-1.37,0.00,1246.02,1.15,-287.7,-0.27,27078.55,27.08
246,Salida en largo,2020-02-21 07:30,Exit,1630.68,73.9,119010.777,1496.48,1.26,1496.48,1.26,-481.09,-0.40,28575.02,28.58
246,Entrada en largo,2020-02-19 21:45,Long,1610.43,73.9,119010.777,1496.48,1.26,1496.48,1.26,-481.09,-0.40,28575.02,28.58
247,Salida en corto,2020-02-27 16:30,Exit,1658.48,17.3,28192.945,-498.76,-1.77,81.14,0.29,-498.76,-1.77,28076.26,28.08
247,Entrada en corto,2020-02-25 22:00,Short,1629.65,17.3,28192.945,-498.76,-1.77,81.14,0.29,-498.76,-1.77,28076.26,28.08
248,Salida en corto,2020-02-28 09:15,Exit,1638.93,47.3,77525.646,4.26,0.01,841.94,1.09,-157.04,-0.20,28080.52,28.08
248,Entrada en corto,2020-02-28 05:00,Short,1639.02,47.3,77525.646,4.26,0.01,841.94,1.09,-157.04,-0.20,28080.52,28.08
249,Salida en corto,2020-03-03 12:00,Exit,1601.49,31.7,50274.615,-492.62,-0.98,31.7,0.06,-492.62,-0.98,27587.9,27.59
249,Entrada en corto,2020-03-02 22:00,Short,1585.95,31.7,50274.615,-492.62,-0.98,31.7,0.06,-492.62,-0.98,27587.9,27.59
250,Salida en largo,2020-03-05 17:45,Exit,1663.68,75.5,124113.695,1494.15,1.20,1494.15,1.20,-96.64,-0.08,29082.05,29.08
250,Entrada en largo,2020-03-05 10:30,Long,1643.89,75.5,124113.695,1494.15,1.20,1494.15,1.20,-96.64,-0.08,29082.05,29.08
251,Salida en largo,2020-03-10 02:00,Exit,1661.74,29.1,48855.699,-499.06,-1.02,43.36,0.09,-499.06,-1.02,28582.98,28.58
251,Entrada en largo,2020-03-09 20:15,Long,1678.89,29.1,48855.699,-499.06,-1.02,43.36,0.09,-499.06,-1.02,28582.98,28.58
252,Salida en largo,2020-03-11 16:00,Exit,1650.56,50.7,84182.787,-499.39,-0.59,549.59,0.65,-499.39,-0.59,28083.58,28.08
252,Entrada en largo,2020-03-11 05:30,Long,1660.41,50.7,84182.787,-499.39,-0.59,549.59,0.65,-499.39,-0.59,28083.58,28.08
253,Salida en corto,2020-03-13 06:15,Exit,1584.3,22.7,35467.161,-496.45,-1.40,251.97,0.71,-496.45,-1.40,27587.14,27.59
253,Entrada en corto,2020-03-13 02:30,Short,1562.43,22.7,35467.161,-496.45,-1.40,251.97,0.71,-496.45,-1.40,27587.14,27.59
254,Salida en corto,2020-03-13 17:30,Exit,1505.29,21.5,33857.985,1494.25,4.41,1494.25,4.41,-155.01,-0.46,29081.39,29.08
254,Entrada en corto,2020-03-13 15:00,Short,1574.79,21.5,33857.985,1494.25,4.41,1494.25,4.41,-155.01,-0.46,29081.39,29.08
255,Salida en corto,2020-03-16 12:00,Exit,1475.63,26.7,40906.536,1507.22,3.68,1507.22,3.68,-266.47,-0.65,30588.6,30.59
255,Entrada en corto,2020-03-16 08:30,Short,1532.08,26.7,40906.536,1507.22,3.68,1507.22,3.68,-266.47,-0.65,30588.6,30.59
256,Salida en corto,2020-03-17 15:45,Exit,1519.33,16.8,25025.112,-499.63,-2.00,403.2,1.61,-499.63,-2.00,30088.97,30.09
256,Entrada en corto,2020-03-17 03:15,Short,1489.59,16.8,25025.112,-499.63,-2.00,403.2,1.61,-499.63,-2.00,30088.97,30.09
257,Salida en corto,2020-03-18 18:15,Exit,1477.17,32,48763.52,1494.08,3.06,1494.08,3.06,-1.6,0.00,31583.05,31.58
257,Entrada en corto,2020-03-18 06:45,Short,1523.86,32,48763.52,1494.08,3.06,1494.08,3.06,-1.6,0.00,31583.05,31.58
258,Salida en corto,2020-03-23 13:00,Exit,1518.39,12,17721.72,-498.96,-2.82,264.84,1.49,-498.96,-2.82,31084.09,31.08
258,Entrada en corto,2020-03-18 18:30,Short,1476.81,12,17721.72,-498.96,-2.82,264.84,1.49,-498.96,-2.82,31084.09,31.08
259,Salida en largo,2020-03-31 19:15,Exit,1585.06,13.1,21215.188,-450.9,-2.13,329.07,1.55,-450.9,-2.13,30633.19,30.63
259,Entrada en largo,2020-03-24 17:45,Long,1619.48,13.1,21215.188,-450.9,-2.13,329.07,1.55,-450.9,-2.13,30633.19,30.63
260,Salida en largo,2020-04-06 15:45,Exit,1645.37,29.6,47204.896,1498.06,3.17,1498.06,3.17,-350.76,-0.74,32131.24,32.13
260,Entrada en largo,2020-04-02 01:15,Long,1594.76,29.6,47204.896,1498.06,3.17,1498.06,3.17,-350.76,-0.74,32131.24,32.13
261,Salida en largo,2020-04-13 17:15,Exit,1709.78,66.5,112208.11,1492.26,1.33,1492.26,1.33,-92.43,-0.08,33623.5,33.62
261,Entrada en largo,2020-04-13 08:30,Long,1687.34,66.5,112208.11,1492.26,1.33,1492.26,1.33,-92.43,-0.08,33623.5,33.62
262,Salida en corto,2020-04-21 16:15,Exit,1686.87,45,75909.15,0,0.00,1227.15,1.62,-491.4,-0.65,33623.5,33.62
262,Entrada en corto,2020-04-21 04:15,Short,1686.87,45,75909.15,0,0.00,1227.15,1.62,-491.4,-0.65,33623.5,33.62
263,Salida en largo,2020-04-24 16:00,Exit,1722.52,48.8,84558.688,-499.71,-0.59,170.8,0.20,-499.71,-0.59,33123.79,33.12
263,Entrada en largo,2020-04-24 12:45,Long,1732.76,48.8,84558.688,-499.71,-0.59,170.8,0.20,-499.71,-0.59,33123.79,33.12
264,Salida en largo,2020-04-29 10:00,Exit,1703.29,61.7,105593.38,-500.39,-0.47,104.89,0.10,-500.39,-0.47,32623.4,32.62
264,Entrada en largo,2020-04-29 04:00,Long,1711.4,61.7,105593.38,-500.39,-0.47,104.89,0.10,-500.39,-0.47,32623.4,32.62
265,Salida en largo,2020-04-29 14:45,Exit,1702.08,54.5,93262.58,-499.22,-0.54,56.14,0.06,-499.22,-0.54,32124.18,32.12
265,Entrada en largo,2020-04-29 14:15,Long,1711.24,54.5,93262.58,-499.22,-0.54,56.14,0.06,-499.22,-0.54,32124.18,32.12
266,Salida en corto,2020-05-07 17:15,Exit,1702.08,52.4,89191.088,2.1,0.00,1083.63,1.21,-313.88,-0.35,32126.28,32.13
266,Entrada en corto,2020-05-06 02:45,Short,1702.12,52.4,89191.088,2.1,0.00,1083.63,1.21,-313.88,-0.35,32126.28,32.13
267,Salida en largo,2020-05-08 14:30,Exit,1713.49,62.6,107761.518,-497.04,-0.46,113.31,0.11,-497.04,-0.46,31629.23,31.63
267,Entrada en largo,2020-05-08 11:15,Long,1721.43,62.6,107761.518,-497.04,-0.46,113.31,0.11,-497.04,-0.46,31629.23,31.63
268,Salida en largo,2020-05-14 15:30,Exit,1721.44,72.1,122616.865,1498.96,1.22,1498.96,1.22,-199.72,-0.16,33128.2,33.13
268,Entrada en largo,2020-05-12 05:30,Long,1700.65,72.1,122616.865,1498.96,1.22,1498.96,1.22,-199.72,-0.16,33128.2,33.13
269,Salida en largo,2020-05-19 08:30,Exit,1726.18,33.4,57653.076,1.34,0.00,1303.94,2.26,-39.08,-0.07,33129.53,33.13
269,Entrada en largo,2020-05-14 15:45,Long,1726.14,33.4,57653.076,1.34,0.00,1303.94,2.26,-39.08,-0.07,33129.53,33.13
270,Salida en corto,2020-05-20 20:00,Exit,1753.38,56.4,98390.928,-499.7,-0.51,113.93,0.12,-499.7,-0.51,32629.83,32.63
270,Entrada en corto,2020-05-20 14:45,Short,1744.52,56.4,98390.928,-499.7,-0.51,113.93,0.12,-499.7,-0.51,32629.83,32.63
271,Salida en corto,2020-05-29 12:30,Exit,1727.46,57.9,99521.994,-497.94,-0.50,445.25,0.45,-497.94,-0.50,32131.89,32.13
271,Entrada en corto,2020-05-28 18:45,Short,1718.86,57.9,99521.994,-497.94,-0.50,445.25,0.45,-497.94,-0.50,32131.89,32.13
272,Salida en largo,2020-06-01 13:00,Exit,1732.01,56.1,97665.051,-499.29,-0.51,204.2,0.21,-499.29,-0.51,31632.6,31.63
272,Entrada en largo,2020-06-01 06:15,Long,1740.91,56.1,97665.051,-499.29,-0.51,204.2,0.21,-499.29,-0.51,31632.6,31.63
273,Salida en largo,2020-06-10 17:00,Exit,1715.69,62.8,108246.476,-501.14,-0.46,219.8,0.20,-501.14,-0.46,31131.45,31.13
273,Entrada en largo,2020-06-10 14:00,Long,1723.67,62.8,108246.476,-501.14,-0.46,219.8,0.20,-501.14,-0.46,31131.45,31.13
274,Salida en largo,2020-06-16 14:30,Exit,1721.55,54.4,94151.168,-498.85,-0.53,83.23,0.09,-498.85,-0.53,30632.6,30.63
274,Entrada en largo,2020-06-16 10:30,Long,1730.72,54.4,94151.168,-498.85,-0.53,83.23,0.09,-498.85,-0.53,30632.6,30.63
275,Salida en largo,2020-06-25 00:00,Exit,1755.53,61,107086.11,1.22,0.00,1443.87,1.35,-103.7,-0.10,30633.82,30.63
275,Entrada en largo,2020-06-23 10:00,Long,1755.51,61,107086.11,1.22,0.00,1443.87,1.35,-103.7,-0.10,30633.82,30.63
276,Salida en largo,2020-07-01 12:30,Exit,1780.94,64.6,115547.436,-498.71,-0.43,17.44,0.02,-498.71,-0.43,30135.11,30.14
276,Entrada en largo,2020-07-01 09:45,Long,1788.66,64.6,115547.436,-498.71,-0.43,17.44,0.02,-498.71,-0.43,30135.11,30.14
277,Salida en largo,2020-07-16 18:45,Exit,1802.43,47.9,86843.658,-507.26,-0.58,11.5,0.01,-507.26,-0.58,29627.85,29.63
277,Entrada en largo,2020-07-15 18:45,Long,1813.02,47.9,86843.658,-507.26,-0.58,11.5,0.01,-507.26,-0.58,29627.85,29.63
278,Salida en largo,2020-07-27 02:00,Exit,1915.63,58.2,109989.852,1499.81,1.36,1499.81,1.36,-441.74,-0.40,31127.66,31.13
278,Entrada en largo,2020-07-24 06:00,Long,1889.86,58.2,109989.852,1499.81,1.36,1499.81,1.36,-441.74,-0.40,31127.66,31.13
279,Salida en largo,2020-07-28 05:00,Exit,1945.08,37.8,73524.024,0,0.00,1359.67,1.85,-46.87,-0.06,31127.66,31.13
